director_name,genres,actor_1_name,actor_2_name,actor_3_name,movie_title,combo
Lee Tamahori,Action Adventure Thriller,Toby Stephens,Colin Salmon,Rick Yune,die another day,Lee Tamahori Toby Stephens Colin Salmon Rick Yune Action Adventure Thriller
Michael Bay,Action Adventure Sci-Fi Thriller,Bruce Willis,Steve Buscemi,Will Patton,armageddon,Michael Bay Bruce Willis Steve Buscemi Will Patton Action Adventure Sci-Fi Thriller
Barry Sonnenfeld,Action Adventure Comedy Family Fantasy Mystery Sci-Fi,Will Smith,Rosario Dawson,Rip Torn,men in black ii,Barry Sonnenfeld Will Smith Rosario Dawson Rip Torn Action Adventure Comedy Family Fantasy Mystery Sci-Fi
Robert Zemeckis,Action Adventure Animation Fantasy,Robin Wright,Anthony Hopkins,Sebastian Roché,beowulf,Robert Zemeckis Robin Wright Anthony Hopkins Sebastian Roché Action Adventure Animation Fantasy
Alessandro Carloni,Action Adventure Animation Comedy Family,J.K. Simmons,Angelina Jolie Pitt,Wayne Knight,kung fu panda 3,Alessandro Carloni J.K. Simmons Angelina Jolie Pitt Wayne Knight Action Adventure Animation Comedy Family
Brad Bird,Action Adventure Thriller,Tom Cruise,Jeremy Renner,Michael Nyqvist,mission: impossible - ghost protocol,Brad Bird Tom Cruise Jeremy Renner Michael Nyqvist Action Adventure Thriller
Peter Ramsey,Adventure Animation Family Fantasy,Hugh Jackman,Kamil McFadden,Khamani Griffin,rise of the guardians,Peter Ramsey Hugh Jackman Kamil McFadden Khamani Griffin Adventure Animation Family Fantasy
Dean Parisot,Comedy Crime,John Michael Higgins,Richard Burgi,David Herman,fun with dick and jane,Dean Parisot John Michael Higgins Richard Burgi David Herman Comedy Crime
Edward Zwick,Action Drama History War,Tom Cruise,Tony Goldwyn,Chad Lindberg,the last samurai,Edward Zwick Tom Cruise Tony Goldwyn Chad Lindberg Action Drama History War
J.J. Abrams,Action Adventure Sci-Fi,Chris Hemsworth,Leonard Nimoy,Bruce Greenwood,star trek,J.J. Abrams Chris Hemsworth Leonard Nimoy Bruce Greenwood Action Adventure Sci-Fi
Sam Raimi,Action Adventure Fantasy Romance,J.K. Simmons,James Franco,Kirsten Dunst,spider-man,Sam Raimi J.K. Simmons James Franco Kirsten Dunst Action Adventure Fantasy Romance
Dean DeBlois,Action Adventure Animation Comedy Family Fantasy,Gerard Butler,Djimon Hounsou,America Ferrera,how to train your dragon 2,Dean DeBlois Gerard Butler Djimon Hounsou America Ferrera Action Adventure Animation Comedy Family Fantasy
Alex Proyas,Action Adventure Fantasy,Gerard Butler,Elodie Yung,Bryan Brown,gods of egypt,Alex Proyas Gerard Butler Elodie Yung Bryan Brown Action Adventure Fantasy
Rob Cohen,Action Adventure Sci-Fi Thriller,Sam Shepard,Joe Morton,Richard Roxburgh,stealth,Rob Cohen Sam Shepard Joe Morton Richard Roxburgh Action Adventure Sci-Fi Thriller
Zack Snyder,Action Drama Mystery Sci-Fi,Matt Frewer,Billy Crudup,Stephen McHattie,watchmen,Zack Snyder Matt Frewer Billy Crudup Stephen McHattie Action Drama Mystery Sci-Fi
Richard Donner,Action Crime Thriller,Jet Li,Rene Russo,Darlene Love,lethal weapon 4,Richard Donner Jet Li Rene Russo Darlene Love Action Crime Thriller
Ang Lee,Action Sci-Fi,Kevin Rankin,Regi Davis,Celia Weston,hulk,Ang Lee Kevin Rankin Regi Davis Celia Weston Action Sci-Fi
Jon M. Chu,Action Adventure Sci-Fi Thriller,Channing Tatum,Dwayne Johnson,Elodie Yung,g.i. joe: retaliation,Jon M. Chu Channing Tatum Dwayne Johnson Elodie Yung Action Adventure Sci-Fi Thriller
Breck Eisner,Action Adventure Comedy Thriller,Matthew McConaughey,Rainn Wilson,Delroy Lindo,sahara,Breck Eisner Matthew McConaughey Rainn Wilson Delroy Lindo Action Adventure Comedy Thriller
Hironobu Sakaguchi,Action Adventure Animation Fantasy Romance Sci-Fi,Steve Buscemi,Ming-Na Wen,Jean Simmons,final fantasy: the spirits within,Hironobu Sakaguchi Steve Buscemi Ming-Na Wen Jean Simmons Action Adventure Animation Fantasy Romance Sci-Fi
Joe Johnston,Action Adventure Sci-Fi,Chris Evans,Dominic Cooper,Hayley Atwell,captain america: the first avenger,Joe Johnston Chris Evans Dominic Cooper Hayley Atwell Action Adventure Sci-Fi
Michael Apted,Action Adventure Thriller,Colin Salmon,Maria Grazia Cucinotta,Desmond Llewelyn,the world is not enough,Michael Apted Colin Salmon Maria Grazia Cucinotta Desmond Llewelyn Action Adventure Thriller
Peter Weir,Action Adventure Drama History War,James D'Arcy,Lee Ingleby,David Threlfall,master and commander: the far side of the world,Peter Weir James D'Arcy Lee Ingleby David Threlfall Action Adventure Drama History War
George Miller,Animation Comedy Family Musical,Robin Williams,Brad Pitt,Common,happy feet 2,George Miller Robin Williams Brad Pitt Common Animation Comedy Family Musical
Louis Leterrier,Action Adventure Sci-Fi,Ty Burrell,Peter Mensah,William Hurt,the incredible hulk,Louis Leterrier Ty Burrell Peter Mensah William Hurt Action Adventure Sci-Fi
unknown,Action Crime Drama Mystery Thriller,Don Johnson,Philip Michael Thomas,John Diehl,miami vice            ,unknown Don Johnson Philip Michael Thomas John Diehl Action Crime Drama Mystery Thriller
Steven Spielberg,Adventure Family Fantasy,Mark Rylance,Penelope Wilton,Rafe Spall,the bfg,Steven Spielberg Mark Rylance Penelope Wilton Rafe Spall Adventure Family Fantasy
Alejandro G. Iñárritu,Adventure Drama Thriller Western,Leonardo DiCaprio,Tom Hardy,Lukas Haas,the revenant,Alejandro G. Iñárritu Leonardo DiCaprio Tom Hardy Lukas Haas Adventure Drama Thriller Western
David Soren,Adventure Animation Comedy Family Sport,Ryan Reynolds,Snoop Dogg,Ben Schwartz,turbo,David Soren Ryan Reynolds Snoop Dogg Ben Schwartz Adventure Animation Comedy Family Sport
Gore Verbinski,Adventure Animation Comedy Family Western,Johnny Depp,Ray Winstone,Stephen Root,rango,Gore Verbinski Johnny Depp Ray Winstone Stephen Root Adventure Animation Comedy Family Western
Eric Darnell,Adventure Animation Comedy Family,Benedict Cumberbatch,Annet Mahendru,Andy Richter,penguins of madagascar,Eric Darnell Benedict Cumberbatch Annet Mahendru Andy Richter Adventure Animation Comedy Family
Paul Greengrass,Action Mystery Thriller,Matt Damon,Edgar Ramírez,Albert Finney,the bourne ultimatum,Paul Greengrass Matt Damon Edgar Ramírez Albert Finney Action Mystery Thriller
Mark Osborne,Action Adventure Animation Comedy Family,Angelina Jolie Pitt,Wayne Knight,Dan Fogler,kung fu panda,Mark Osborne Angelina Jolie Pitt Wayne Knight Dan Fogler Action Adventure Animation Comedy Family
Peyton Reed,Action Adventure Comedy Sci-Fi,Judy Greer,Hayley Atwell,T.I.,ant-man,Peyton Reed Judy Greer Hayley Atwell T.I. Action Adventure Comedy Sci-Fi
Francis Lawrence,Adventure Sci-Fi Thriller,Jennifer Lawrence,Josh Hutcherson,Sandra Ellis Lafferty,the hunger games: catching fire,Francis Lawrence Jennifer Lawrence Josh Hutcherson Sandra Ellis Lafferty Adventure Sci-Fi Thriller
Bill Condon,Adventure Drama Fantasy Romance,Robert Pattinson,Kristen Stewart,Taylor Lautner,the twilight saga: breaking dawn - part 2,Bill Condon Robert Pattinson Kristen Stewart Taylor Lautner Adventure Drama Fantasy Romance
Steven Spielberg,Adventure Sci-Fi Thriller,Tom Cruise,Lisa Ann Walter,Rick Gonzalez,war of the worlds,Steven Spielberg Tom Cruise Lisa Ann Walter Rick Gonzalez Adventure Sci-Fi Thriller
Michael Bay,Action Comedy Crime Thriller,Will Smith,Henry Rollins,Jordi Mollà,bad boys ii,Michael Bay Will Smith Henry Rollins Jordi Mollà Action Comedy Crime Thriller
Chris Miller,Action Adventure Animation Comedy Family Fantasy,Salma Hayek,Constance Marie,Amy Sedaris,puss in boots,Chris Miller Salma Hayek Constance Marie Amy Sedaris Action Adventure Animation Comedy Family Fantasy
Phillip Noyce,Action Crime Mystery Thriller,Angelina Jolie Pitt,Andre Braugher,August Diehl,salt,Phillip Noyce Angelina Jolie Pitt Andre Braugher August Diehl Action Crime Mystery Thriller
Darren Aronofsky,Action Adventure Drama,Anthony Hopkins,Emma Watson,Logan Lerman,noah,Darren Aronofsky Anthony Hopkins Emma Watson Logan Lerman Action Adventure Drama
Steven Spielberg,Action Adventure Family Mystery,Toby Jones,Mackenzie Crook,Tony Curran,the adventures of tintin,Steven Spielberg Toby Jones Mackenzie Crook Tony Curran Action Adventure Family Mystery
Alfonso Cuarón,Adventure Family Fantasy Mystery,Daniel Radcliffe,Gary Oldman,Rupert Grint,harry potter and the prisoner of azkaban,Alfonso Cuarón Daniel Radcliffe Gary Oldman Rupert Grint Adventure Family Fantasy Mystery
Baz Luhrmann,Adventure Drama Romance War,Essie Davis,Bryan Brown,Eddie Baroo,australia,Baz Luhrmann Essie Davis Bryan Brown Eddie Baroo Adventure Drama Romance War
M. Night Shyamalan,Action Adventure Sci-Fi,Will Smith,Zoë Kravitz,Glenn Morshower,after earth,M. Night Shyamalan Will Smith Zoë Kravitz Glenn Morshower Action Adventure Sci-Fi
Eric Leighton,Adventure Animation Family Thriller,Alfre Woodard,D.B. Sweeney,Della Reese,dinosaur,Eric Leighton Alfre Woodard D.B. Sweeney Della Reese Adventure Animation Family Thriller
Matt Birch,Action Fantasy,Rupert Grint,Dave Legeno,Ralph Ineson,harry potter and the deathly hallows: part ii,Matt Birch Rupert Grint Dave Legeno Ralph Ineson Action Fantasy
Shawn Levy,Adventure Comedy Family Fantasy,Robin Williams,Rami Malek,Steve Coogan,night at the museum: secret of the tomb,Shawn Levy Robin Williams Rami Malek Steve Coogan Adventure Comedy Family Fantasy
Tom McGrath,Action Animation Comedy Family Sci-Fi,J.K. Simmons,Brad Pitt,Will Ferrell,megamind,Tom McGrath J.K. Simmons Brad Pitt Will Ferrell Action Animation Comedy Family Sci-Fi
Chris Columbus,Adventure Family Fantasy,Daniel Radcliffe,Fiona Shaw,Verne Troyer,harry potter and the sorcerer's stone,Chris Columbus Daniel Radcliffe Fiona Shaw Verne Troyer Adventure Family Fantasy
Robert Schwentke,Action Comedy Fantasy,Ryan Reynolds,Jeff Bridges,Stephanie Szostak,r.i.p.d.,Robert Schwentke Ryan Reynolds Jeff Bridges Stephanie Szostak Action Comedy Fantasy
Hideaki Anno,Action Adventure Drama Horror Sci-Fi,Mark Chinnery,Shin'ya Tsukamoto,Atsuko Maeda,godzilla resurgence,Hideaki Anno Mark Chinnery Shin'ya Tsukamoto Atsuko Maeda Action Adventure Drama Horror Sci-Fi
Gore Verbinski,Action Adventure Fantasy,Johnny Depp,Orlando Bloom,Jack Davenport,pirates of the caribbean: the curse of the black pearl,Gore Verbinski Johnny Depp Orlando Bloom Jack Davenport Action Adventure Fantasy
Matt Birch,Fantasy,Rupert Grint,Toby Jones,Alfred Enoch,harry potter and the deathly hallows: part i,Matt Birch Rupert Grint Toby Jones Alfred Enoch Fantasy
Francis Lawrence,Adventure Sci-Fi Thriller,Jennifer Lawrence,Philip Seymour Hoffman,Josh Hutcherson,the hunger games: mockingjay - part 1,Francis Lawrence Jennifer Lawrence Philip Seymour Hoffman Josh Hutcherson Adventure Sci-Fi Thriller
Ron Howard,Mystery Thriller,Tom Hanks,Seth Gabel,Jürgen Prochnow,the da vinci code,Ron Howard Tom Hanks Seth Gabel Jürgen Prochnow Mystery Thriller
Carlos Saldanha,Adventure Animation Comedy Family Musical,Miguel Ferrer,Rachel Crow,Jeffrey Garcia,rio 2,Carlos Saldanha Miguel Ferrer Rachel Crow Jeffrey Garcia Adventure Animation Comedy Family Musical
Bryan Singer,Action Adventure Fantasy Sci-Fi Thriller,Hugh Jackman,Bruce Davison,Aaron Stanford,x-men 2,Bryan Singer Hugh Jackman Bruce Davison Aaron Stanford Action Adventure Fantasy Sci-Fi Thriller
Justin Lin,Action Crime Thriller,Paul Walker,Vin Diesel,Dwayne Johnson,fast five,Justin Lin Paul Walker Vin Diesel Dwayne Johnson Action Crime Thriller
Guy Ritchie,Action Adventure Crime Mystery Thriller,Robert Downey Jr.,Eddie Marsan,Paul Anderson,sherlock holmes: a game of shadows,Guy Ritchie Robert Downey Jr. Eddie Marsan Paul Anderson Action Adventure Crime Mystery Thriller
John McTiernan,Action Adventure History,Tony Curran,Vladimir Kulich,Clive Russell,the 13th warrior,John McTiernan Tony Curran Vladimir Kulich Clive Russell Action Adventure History
Tony Gilroy,Action Adventure Thriller,Jeremy Renner,Scott Glenn,Stacy Keach,the bourne legacy,Tony Gilroy Jeremy Renner Scott Glenn Stacy Keach Action Adventure Thriller
Joel Schumacher,Action,Michael Gough,Vivica A. Fox,John Glover,batman & robin,Joel Schumacher Michael Gough Vivica A. Fox John Glover Action
Ron Howard,Comedy Family Fantasy,Clint Howard,T.J. Thyne,Molly Shannon,how the grinch stole christmas,Ron Howard Clint Howard T.J. Thyne Molly Shannon Comedy Family Fantasy
Roland Emmerich,Action Adventure Sci-Fi Thriller,Jake Gyllenhaal,Dennis Quaid,Sela Ward,the day after tomorrow,Roland Emmerich Jake Gyllenhaal Dennis Quaid Sela Ward Action Adventure Sci-Fi Thriller
John Woo,Action Adventure Thriller,Tom Cruise,Dougray Scott,Richard Roxburgh,mission: impossible ii,John Woo Tom Cruise Dougray Scott Richard Roxburgh Action Adventure Thriller
Wolfgang Petersen,Action Adventure Drama Thriller,Karen Allen,Mary Elizabeth Mastrantonio,Bob Gunton,the perfect storm,Wolfgang Petersen Karen Allen Mary Elizabeth Mastrantonio Bob Gunton Action Adventure Drama Thriller
Tim Story,Action Adventure Sci-Fi Thriller,Chris Evans,Ioan Gruffudd,Andre Braugher,fantastic 4: rise of the silver surfer,Tim Story Chris Evans Ioan Gruffudd Andre Braugher Action Adventure Sci-Fi Thriller
Ang Lee,Adventure Drama Fantasy,Suraj Sharma,Rafe Spall,Tabu,life of pi,Ang Lee Suraj Sharma Rafe Spall Tabu Adventure Drama Fantasy
Mark Steven Johnson,Action Fantasy Thriller,Nicolas Cage,Matt Long,Peter Fonda,ghost rider,Mark Steven Johnson Nicolas Cage Matt Long Peter Fonda Action Fantasy Thriller
Paul Greengrass,Action Thriller,Matt Damon,Riz Ahmed,Ato Essandoh,jason bourne,Paul Greengrass Matt Damon Riz Ahmed Ato Essandoh Action Thriller
McG,Action Adventure Comedy Crime,Demi Moore,Bernie Mac,Justin Theroux,charlie's angels: full throttle,McG Demi Moore Bernie Mac Justin Theroux Action Adventure Comedy Crime
Ridley Scott,Adventure Mystery Sci-Fi,Michael Fassbender,Charlize Theron,Sean Harris,prometheus,Ridley Scott Michael Fassbender Charlize Theron Sean Harris Adventure Mystery Sci-Fi
Rob Minkoff,Adventure Animation Comedy Family Fantasy,Nathan Lane,Brad Garrett,Melanie Griffith,stuart little 2,Rob Minkoff Nathan Lane Brad Garrett Melanie Griffith Adventure Animation Comedy Family Fantasy
Neill Blomkamp,Action Drama Sci-Fi Thriller,Matt Damon,Sharlto Copley,Alice Braga,elysium,Neill Blomkamp Matt Damon Sharlto Copley Alice Braga Action Drama Sci-Fi Thriller
David Twohy,Action Adventure Sci-Fi Thriller,Vin Diesel,Alexa Davalos,Christina Cox,the chronicles of riddick,David Twohy Vin Diesel Alexa Davalos Christina Cox Action Adventure Sci-Fi Thriller
Lana Wachowski,Action Family Sport,Scott Porter,Kick Gurry,Nicholas Elia,speed racer,Lana Wachowski Scott Porter Kick Gurry Nicholas Elia Action Family Sport
James L. Brooks,Comedy Drama Romance,Shelley Conn,Domenick Lombardozzi,Teyonah Parris,how do you know,James L. Brooks Shelley Conn Domenick Lombardozzi Teyonah Parris Comedy Drama Romance
James Mangold,Action Comedy Romance,Tom Cruise,Marc Blucas,Jordi Mollà,knight and day,James Mangold Tom Cruise Marc Blucas Jordi Mollà Action Comedy Romance
Joseph Kosinski,Action Adventure Mystery Sci-Fi,Morgan Freeman,Tom Cruise,Zoë Bell,oblivion,Joseph Kosinski Morgan Freeman Tom Cruise Zoë Bell Action Adventure Mystery Sci-Fi
George Lucas,Action Adventure Fantasy Sci-Fi,Natalie Portman,Christopher Lee,Hayden Christensen,star wars: episode iii - revenge of the sith,George Lucas Natalie Portman Christopher Lee Hayden Christensen Action Adventure Fantasy Sci-Fi
George Lucas,Action Adventure Fantasy Sci-Fi,Natalie Portman,Christopher Lee,Hayden Christensen,star wars: episode ii - attack of the clones,George Lucas Natalie Portman Christopher Lee Hayden Christensen Action Adventure Fantasy Sci-Fi
Pete Docter,Adventure Animation Comedy Family Fantasy,Steve Buscemi,John Ratzenberger,James Coburn,"monsters, inc.",Pete Docter Steve Buscemi John Ratzenberger James Coburn Adventure Animation Comedy Family Fantasy
James Mangold,Action Adventure Sci-Fi Thriller,Hugh Jackman,Tao Okamoto,Rila Fukushima,the wolverine,James Mangold Hugh Jackman Tao Okamoto Rila Fukushima Action Adventure Sci-Fi Thriller
George Lucas,Action Adventure Fantasy Sci-Fi,Natalie Portman,Liam Neeson,Ian McDiarmid,star wars: episode i - the phantom menace,George Lucas Natalie Portman Liam Neeson Ian McDiarmid Action Adventure Fantasy Sci-Fi
Kirk De Micco,Adventure Animation Comedy Family Fantasy,Ryan Reynolds,Emma Stone,Nicolas Cage,the croods,Kirk De Micco Ryan Reynolds Emma Stone Nicolas Cage Adventure Animation Comedy Family Fantasy
Frédéric Forestier,Adventure Comedy Family Fantasy,Alain Delon,Santiago Segura,Vanessa Hessler,asterix at the olympic games,Frédéric Forestier Alain Delon Santiago Segura Vanessa Hessler Adventure Comedy Family Fantasy
John Woo,Action Drama War,Nicolas Cage,Roger Willie,Noah Emmerich,windtalkers,John Woo Nicolas Cage Roger Willie Noah Emmerich Action Drama War
Cedric Nicolas-Troyan,Action Adventure Drama Fantasy,Chris Hemsworth,Sam Claflin,Charlize Theron,the huntsman: winter's war,Cedric Nicolas-Troyan Chris Hemsworth Sam Claflin Charlize Theron Action Adventure Drama Fantasy
Alfonso Cuarón,Adventure Drama Sci-Fi Thriller,Phaldut Sharma,Basher Savage,Amy Warren,gravity,Alfonso Cuarón Phaldut Sharma Basher Savage Amy Warren Adventure Drama Sci-Fi Thriller
Roger Donaldson,Action Adventure Thriller,Jamie Renée Smith,Grant Heslov,Tzi Ma,dante's peak,Roger Donaldson Jamie Renée Smith Grant Heslov Tzi Ma Action Adventure Thriller
Dave Green,Action Adventure Comedy Sci-Fi,Stephen Amell,Noel Fisher,Brad Garrett,teenage mutant ninja turtles: out of the shadows,Dave Green Stephen Amell Noel Fisher Brad Garrett Action Adventure Comedy Sci-Fi
Shawn Levy,Action Adventure Comedy Family Fantasy,Robin Williams,Rami Malek,Steve Coogan,night at the museum,Shawn Levy Robin Williams Rami Malek Steve Coogan Action Adventure Comedy Family Fantasy
Brad Peyton,Action Adventure Drama Thriller,Dwayne Johnson,Ioan Gruffudd,Archie Panjabi,san andreas,Brad Peyton Dwayne Johnson Ioan Gruffudd Archie Panjabi Action Adventure Drama Thriller
Roger Spottiswoode,Action Adventure Thriller,Vincent Schiavelli,Colin Salmon,Joe Don Baker,tomorrow never dies,Roger Spottiswoode Vincent Schiavelli Colin Salmon Joe Don Baker Action Adventure Thriller
Roland Emmerich,Action Drama History War,Heath Ledger,Adam Baldwin,Tom Wilkinson,the patriot,Roland Emmerich Heath Ledger Adam Baldwin Tom Wilkinson Action Drama History War
Steven Soderbergh,Crime Thriller,Brad Pitt,Julia Roberts,Mini Anden,ocean's twelve,Steven Soderbergh Brad Pitt Julia Roberts Mini Anden Crime Thriller
Doug Liman,Action Comedy Crime Romance Thriller,Brad Pitt,Angelina Jolie Pitt,Stephanie March,mr. & mrs. smith,Doug Liman Brad Pitt Angelina Jolie Pitt Stephanie March Action Comedy Crime Romance Thriller
Robert Schwentke,Adventure Sci-Fi Thriller,Kate Winslet,Theo James,Mekhi Phifer,insurgent,Robert Schwentke Kate Winslet Theo James Mekhi Phifer Adventure Sci-Fi Thriller
Martin Scorsese,Biography Drama,Leonardo DiCaprio,Adam Scott,Frances Conroy,the aviator,Martin Scorsese Leonardo DiCaprio Adam Scott Frances Conroy Biography Drama
Rob Letterman,Adventure Comedy Family Fantasy,James Corden,Catherine Tate,Olly Alexander,gulliver's travels,Rob Letterman James Corden Catherine Tate Olly Alexander Adventure Comedy Family Fantasy
