director_name,genres,actor_1_name,actor_2_name,actor_3_name,movie_title
Cedric Nicolas-Troyan,Action Adventure Drama Fantasy,Chris Hemsworth,Sam Claflin,Charlize Theron,the huntsman: winter's war
Jonathan Liebesman,Action Adventure Comedy Sci-Fi,Noel Fisher,Danny Woodburn,Jeremy Howard,teenage mutant ninja turtles
Alfonso Cuarón,Adventure Drama Sci-Fi Thriller,Phaldut Sharma,Basher Savage,Amy Warren,gravity
Roger Donaldson,Action Adventure Thriller,Jamie Renée Smith,Grant Heslov,Tzi Ma,dante's peak
Dave Green,Action Adventure Comedy Sci-Fi,Stephen Amell,Noel Fisher,Brad Garrett,teenage mutant ninja turtles: out of the shadows
Josh Trank,Action Adventure Sci-Fi,Tim Blake Nelson,Reg E. Cathey,Tim Heidecker,fantastic four
Shawn Levy,Action Adventure Comedy Family Fantasy,Robin Williams,Rami Malek,Steve Coogan,night at the museum
Brad Peyton,Action Adventure Drama Thriller,Dwayne Johnson,Ioan Gruffudd,Archie Panjabi,san andreas
Roger Spottiswoode,Action Adventure Thriller,Vincent Schiavelli,Colin Salmon,Joe Don Baker,tomorrow never dies
Roland Emmerich,Action Drama History War,Heath Ledger,Adam Baldwin,Tom Wilkinson,the patriot
Steven Soderbergh,Crime Thriller,Brad Pitt,Julia Roberts,Mini Anden,ocean's twelve
Doug Liman,Action Comedy Crime Romance Thriller,Brad Pitt,Angelina Jolie Pitt,Stephanie March,mr. & mrs. smith
Robert Schwentke,Adventure Sci-Fi Thriller,Kate Winslet,Theo James,Mekhi Phifer,insurgent
Martin Scorsese,Biography Drama,Leonardo DiCaprio,Adam Scott,Frances Conroy,the aviator
Rob Letterman,Adventure Comedy Family Fantasy,James Corden,Catherine Tate,Olly Alexander,gulliver's travels
Michel Gondry,Action Comedy Crime Sci-Fi Thriller,Christoph Waltz,Tom Wilkinson,Chad L. Coleman,the green hornet
unknown,Action Adventure Crime,George Peppard,Dirk Benedict,Dwight Schultz,the a-team            
Noam Murro,Action Drama Fantasy War,Eva Green,Sullivan Stapleton,Peter Mensah,300: rise of an empire
Raja Gosnell,Adventure Animation Comedy Family Fantasy,Mahadeo Shivraj,Tim Gunn,Madison McKinley,the smurfs
Will Finn,Animation Comedy Family Music Western,Steve Buscemi,Roseanne Barr,G.W. Bailey,home on the range
Robert Schwentke,Action Adventure Mystery Sci-Fi Thriller,Naomi Watts,Theo James,Zoë Kravitz,allegiant
Shawn Levy,Action Drama Sci-Fi Sport,Hugh Jackman,Torey Michael Adkins,Olga Fonda,real steel
Raja Gosnell,Adventure Animation Comedy Family Fantasy,Jacob Tremblay,Nancy O'Dell,Vanessa Matsui,the smurfs 2
Jan de Bont,Action Crime Romance Thriller,Jason Patric,Temuera Morrison,Lois Chiles,speed 2: cruise control
Gavin Hood,Action Sci-Fi,Harrison Ford,Moises Arias,Aramis Knight,ender's game
Len Wiseman,Action Adventure Thriller,Bruce Willis,Jonathan Sadowski,Cyril Raffaelli,live free or die hard
Peter Jackson,Action Adventure Drama Fantasy,Christopher Lee,Orlando Bloom,Billy Boyd,the lord of the rings: the fellowship of the ring
Frank Coraci,Action Adventure Comedy,Jim Broadbent,Steve Coogan,Cécile De France,around the world in 80 days
Michael Mann,Biography Drama Sport,Will Smith,Jada Pinkett Smith,Joe Morton,ali
Bo Welch,Adventure Comedy Family Fantasy,Sean Hayes,Kelly Preston,Spencer Breslin,the cat in the hat
Alex Proyas,Action Mystery Sci-Fi Thriller,Will Smith,Bruce Greenwood,Chi McBride,"i, robot"
Ridley Scott,Action Adventure Drama History War,Liam Neeson,Orlando Bloom,Philip Glenister,kingdom of heaven
Rob Minkoff,Adventure Comedy Family Fantasy,Chazz Palminteri,Nathan Lane,Jeffrey Jones,stuart little
Ron Clements,Animation Family Fantasy Musical Romance,Oprah Winfrey,Jenifer Lewis,Anika Noni Rose,the princess and the frog
Ridley Scott,Adventure Drama Sci-Fi,Matt Damon,Donald Glover,Benedict Wong,the martian
Christopher Barnard,Comedy,Mathew Buck,unknown,unknown,"10,000 b.c.            "
Michael Bay,Action Adventure Romance Sci-Fi Thriller,Scarlett Johansson,Steve Buscemi,Djimon Hounsou,the island
Peter Chelsom,Comedy Romance,Del Zamora,Warren Beatty,Garry Shandling,town & country
Dominic Sena,Action Crime Thriller,Nicolas Cage,Angelina Jolie Pitt,Robert Duvall,gone in sixty seconds
Ridley Scott,Action Drama Romance,Djimon Hounsou,Connie Nielsen,Oliver Reed,gladiator
Steven Spielberg,Action Mystery Sci-Fi Thriller,Tom Cruise,Frank Grillo,Jessica Capshaw,minority report
Chris Columbus,Adventure Family Fantasy Mystery,Daniel Radcliffe,Rupert Grint,Emma Watson,harry potter and the chamber of secrets
Martin Campbell,Action Adventure Thriller,Eva Green,Tobias Menzies,Ivana Milicevic,casino royale
Tim Burton,Action Adventure Sci-Fi Thriller,Cary-Hiroyuki Tagawa,Estella Warren,Erick Avari,planet of the apes
James Cameron,Action Sci-Fi,Joe Morton,Jenette Goldstein,S. Epatha Merkerson,terminator 2: judgment day
Michael Mann,Biography Crime Drama History Romance,Johnny Depp,Christian Bale,Stephen Graham,public enemies
Ridley Scott,Biography Crime Drama,Denzel Washington,Ruby Dee,RZA,american gangster
James Cameron,Action Comedy Thriller,Jamie Lee Curtis,Tia Carrere,Tom Arnold,true lies
Tony Scott,Action Crime Thriller,Denzel Washington,Ramon Rodriguez,Michael Rispoli,the taking of pelham 1 2 3
Paul Weitz,Comedy Romance,Robert De Niro,Blythe Danner,Teri Polo,little fockers
Adam McKay,Action Comedy Crime,Dwayne Johnson,Will Ferrell,Derek Jeter,the other guys
Chuck Russell,Action Drama Mystery Thriller,Vanessa Williams,James Coburn,Roma Maffia,eraser
Quentin Tarantino,Drama Western,Leonardo DiCaprio,Christoph Waltz,Ato Essandoh,django unchained
Gary Trousdale,Animation Drama Family Musical Romance,Demi Moore,Jason Alexander,Bill Fagerbakke,the hunchback of notre dame
Mark Dindal,Adventure Animation Comedy Family Fantasy,Eartha Kitt,Wendie Malick,John Fiedler,the emperor's new groove
Simon West,Action Adventure Thriller,Jason Statham,Sylvester Stallone,Bruce Willis,the expendables 2
Jon Turteltaub,Action Adventure Comedy Family Mystery,Nicolas Cage,Armando Riesco,Annie Parisse,national treasure
Stefen Fangmeier,Action Adventure Family Fantasy,Djimon Hounsou,Ed Speleers,Gary Lewis,eragon
Spike Jonze,Adventure Drama Family Fantasy,Catherine O'Hara,Ryan Corr,Max Records,where the wild things are
Joe Wright,Adventure Family Fantasy,Hugh Jackman,Cara Delevingne,Nonso Anozie,pan
Chris Wedge,Adventure Animation Family Fantasy,Josh Hutcherson,Emma Kenney,Troy Evans,epic
Florian Henckel von Donnersmarck,Action Romance Thriller,Johnny Depp,Angelina Jolie Pitt,Rufus Sewell,the tourist
Peter Hyams,Action Fantasy Horror Mystery,CCH Pounder,Mark Margolis,Udo Kier,end of days
Edward Zwick,Adventure Drama Thriller,Leonardo DiCaprio,Djimon Hounsou,Stephen Collins,blood diamond
Martin Scorsese,Biography Comedy Crime Drama,Leonardo DiCaprio,Matthew McConaughey,Jon Favreau,the wolf of wall street
Joel Schumacher,Action Adventure Fantasy,Michael Gough,Rene Auberjonois,Debi Mazar,batman forever
Paul Verhoeven,Action Sci-Fi War,Jake Busey,Patrick Muldoon,Seth Gilliam,starship troopers
Tom Tykwer,Drama Sci-Fi,Tom Hanks,Jim Sturgess,Jim Broadbent,cloud atlas
Zack Snyder,Action Adventure Animation Family Fantasy,Abbie Cornish,Richard Roxburgh,Anthony LaPaglia,legend of the guardians: the owls of ga'hoole
Pitof,Action Crime Fantasy Romance Thriller,Frances Conroy,Christopher Heyerdahl,Alex Borstein,catwoman
Brett Ratner,Action Adventure,Dwayne Johnson,Rufus Sewell,Ingrid Bolsø Berdal,hercules
Ron Clements,Adventure Animation Family Sci-Fi,Joseph Gordon-Levitt,Martin Short,Michael Wincott,treasure planet
Brad Silberling,Adventure Comedy Sci-Fi,Will Ferrell,Anna Friel,Bobb'e J. Thompson,land of the lost
Patrick Hughes,Action Adventure Thriller,Jason Statham,Sylvester Stallone,Harrison Ford,the expendables 3
Ericson Core,Action Crime Sport Thriller,Ray Winstone,Edgar Ramírez,Delroy Lindo,point break
Lawrence Guterman,Comedy Family Fantasy,Jamie Kennedy,Traylor Howard,Ben Stein,son of the mask
Ron Howard,Action Adventure Biography Drama History Thriller,Chris Hemsworth,Benjamin Walker,Frank Dillane,in the heart of the sea
Ron Underwood,Action Comedy Sci-Fi,Rosario Dawson,Randy Quaid,Burt Young,the adventures of pluto nash
Paul Greengrass,Action Drama Thriller War,Matt Damon,Sean Huze,Igal Naor,green zone
Steve Martino,Adventure Animation Comedy Family,Francesca Capaldi,Venus Schultheis,Bill Melendez,the peanuts movie
David Mamet,Drama Mystery Thriller,Ben Gazzara,Felicity Huffman,Campbell Scott,the spanish prisoner
Stephen Sommers,Action Adventure Fantasy Thriller,Dwayne Johnson,Brendan Fraser,Patricia Velasquez,the mummy returns
Martin Scorsese,Crime Drama,Leonardo DiCaprio,Liam Neeson,Jim Broadbent,gangs of new york
Yimou Zhang,Drama History Romance War,Christian Bale,Ni Ni,Shigeo Kobayashi,the flowers of war
Ash Brannon,Animation Comedy Family Sport,Jeff Bridges,Zooey Deschanel,Jon Heder,surf's up
Frank Oz,Comedy Sci-Fi Thriller,Jon Lovitz,Matthew Broderick,Roger Bart,the stepford wives
Ridley Scott,Drama History War,Ioan Gruffudd,Sam Shepard,Ewen Bremner,black hawk down
Jay Roach,Comedy,Will Ferrell,Thomas Middleditch,Katherine LaNasa,the campaign
Luc Besson,Action Adventure Sci-Fi,Milla Jovovich,Bruce Willis,Gary Oldman,the fifth element
Michael Patrick King,Comedy Drama Romance,Chris Noth,Liza Minnelli,Kristin Davis,sex and the city 2
Bibo Bergeron,Adventure Animation Comedy Family Romance,Frank Welker,Rosie Perez,Elton John,the road to el dorado
Steve Martino,Adventure Animation Comedy Family,Peter Dinklage,Josh Gad,Drake,ice age: continental drift
Kenneth Branagh,Drama Family Fantasy Romance,Hayley Atwell,Derek Jacobi,Lily James,cinderella
Peter Jackson,Drama Fantasy Thriller,Michael Imperioli,AJ Michalka,Tom McCarthy,the lovely bones
Andrew Stanton,Adventure Animation Comedy Family,Alexander Gould,Stephen Root,Brad Garrett,finding nemo
Peter Jackson,Action Adventure Drama Fantasy,Orlando Bloom,Billy Boyd,Bernard Hill,the lord of the rings: the return of the king
Peter Jackson,Action Adventure Drama Fantasy,Christopher Lee,Orlando Bloom,Billy Boyd,the lord of the rings: the two towers
Sergey Bodrov,Action Adventure Fantasy,Jeff Bridges,Djimon Hounsou,Olivia Williams,seventh son
Simon West,Action Adventure Fantasy Thriller,Angelina Jolie Pitt,Noah Taylor,Chris Barrie,lara croft: tomb raider
Wally Pfister,Drama Mystery Romance Sci-Fi Thriller,Johnny Depp,Morgan Freeman,Clifton Collins Jr.,transcendence
Joe Johnston,Action Adventure Sci-Fi Thriller,Michael Jeter,Trevor Morgan,Alessandro Nivola,jurassic park iii
Rupert Wyatt,Action Drama Sci-Fi Thriller,James Franco,David Oyelowo,Tyler Labine,rise of the planet of the apes
Mark Waters,Adventure Family Fantasy,Martin Short,Tod Fennell,Joan Plowright,the spiderwick chronicles
John Moore,Action Thriller,Bruce Willis,Cole Hauser,Megalyn Echikunwoke,a good day to die hard
John Lee Hancock,Drama History War Western,Dennis Quaid,Marc Blucas,Jordi Mollà,the alamo
Brad Bird,Action Adventure Animation Family,Holly Hunter,Craig T. Nelson,Lou Romano,the incredibles
Renny Harlin,Action Adventure Comedy,Christopher Masterson,Frank Langella,Matthew Modine,cutthroat island
Chris Columbus,Adventure Family Fantasy,Logan Lerman,Rosario Dawson,Steve Coogan,percy jackson & the olympians: the lightning thief
Barry Sonnenfeld,Adventure Comedy Family Mystery Sci-Fi,Will Smith,Rip Torn,Linda Fiorentino,men in black
John Lasseter,Adventure Animation Comedy Family Fantasy,Tom Hanks,John Ratzenberger,Wayne Knight,toy story 2
Tony Scott,Action Thriller,Denzel Washington,Rosario Dawson,Ethan Suplee,unstoppable
Brett Ratner,Action Comedy Crime Thriller,Mei Melançon,John Lone,Harris Yulin,rush hour 2
Robert Zemeckis,Drama Fantasy Horror Mystery Thriller,Harrison Ford,Amber Valletta,Miranda Otto,what lies beneath
Phil Lord,Animation Comedy Family Sci-Fi,Will Forte,Bobb'e J. Thompson,Al Roker,cloudy with a chance of meatballs
Carlos Saldanha,Action Adventure Animation Comedy Family,Denis Leary,Maile Flanagan,Kelly Keaton,ice age: dawn of the dinosaurs
Ben Stiller,Adventure Comedy Drama Fantasy Romance,Adam Scott,Adrian Martinez,Joey Slotnick,the secret life of walter mitty
McG,Action Adventure Comedy Crime Thriller,Bill Murray,LL Cool J,Kelly Lynch,charlie's angels
Martin Scorsese,Crime Drama Thriller,Leonardo DiCaprio,Matt Damon,Ray Winstone,the departed
Tony Bancroft,Adventure Animation Family Fantasy Musical War,Ming-Na Wen,Harvey Fierstein,June Foray,mulan
Ben Stiller,Action Comedy,Robert Downey Jr.,Steve Coogan,Brandon T. Jackson,tropic thunder
David Fincher,Crime Drama Mystery Thriller,Robin Wright,Goran Visnjic,Joely Richardson,the girl with the dragon tattoo
John McTiernan,Action Adventure Thriller,Bruce Willis,Aldis Hodge,Kevin Chamberlin,die hard with a vengeance
Guy Ritchie,Action Adventure Crime Mystery Thriller,Robert Downey Jr.,Eddie Marsan,Robert Maillet,sherlock holmes
Timur Bekmambetov,Adventure Drama History,Morgan Freeman,Ayelet Zurer,Moises Arias,ben-hur
Gary Trousdale,Action Adventure Animation Family Fantasy Sci-Fi,Leonard Nimoy,Jim Varney,Cree Summer,atlantis: the lost empire
Walt Becker,Adventure Animation Comedy Family Fantasy Music,Bella Thorne,Joshua Mikel,Jesse McCartney,alvin and the chipmunks: the road chip
Bryan Singer,Drama History Thriller War,Tom Cruise,Tom Wilkinson,Thomas Kretschmann,valkyrie
Dennis Dugan,Action Comedy,Adam Sandler,Sayed Badreya,Kevin Nealon,you don't mess with the zohan
Chris Columbus,Action Animation Comedy Sci-Fi,Peter Dinklage,Adam Sandler,Josh Gad,pixels
Steven Spielberg,Adventure Drama Sci-Fi,Haley Joel Osment,William Hurt,Kevin Sussman,a.i. artificial intelligence
Rob Minkoff,Comedy Family Fantasy Horror Mystery,Marsha Thomason,Rachael Harris,Marc John Jefferies,the haunted mansion
Robert Zemeckis,Drama Mystery Sci-Fi Thriller,Matthew McConaughey,Tom Skerritt,Larry King,contact
Paul Verhoeven,Action Horror Sci-Fi Thriller,Greg Grunberg,Kim Dickens,Joey Slotnick,hollow man
Sydney Pollack,Crime Mystery Thriller,Curtiss Cook,George Harris,Michael Wright,the interpreter
Thor Freudenthal,Adventure Family Fantasy,Logan Lerman,Leven Rambin,Brandon T. Jackson,percy jackson: sea of monsters
Jan de Bont,Action Adventure Fantasy,Gerard Butler,Angelina Jolie Pitt,Djimon Hounsou,lara croft tomb raider: the cradle of life
Jon M. Chu,Action Adventure Comedy Crime Mystery Thriller,Daniel Radcliffe,Morgan Freeman,Sanaa Lathan,now you see me 2
Phillip Noyce,Action Adventure Romance Sci-Fi Thriller,Alun Armstrong,Michael Byrne,Velibor Topic,the saint
Tony Scott,Action Crime Thriller,Brad Pitt,Stephen Dillane,Catherine McCormack,spy game
Brian De Palma,Adventure Sci-Fi Thriller,Don Cheadle,Connie Nielsen,Kim Delaney,mission to mars
Carlos Saldanha,Adventure Animation Comedy Family Musical,Anne Hathaway,Wanda Sykes,Will.i.am,rio
Chris Columbus,Comedy Drama Sci-Fi,Robin Williams,Oliver Platt,John Michael Higgins,bicentennial man
Mick Jackson,Action Drama Sci-Fi Thriller,Don Cheadle,Anne Heche,Gaby Hoffmann,volcano
Alan J. Pakula,Action Crime Drama Thriller,Harrison Ford,Brad Pitt,Natascha McElhone,the devil's own
Kathryn Bigelow,Drama History Thriller War,Liam Neeson,Christian Camargo,Lex Shrapnel,k-19: the widowmaker
Josh Trank,Action Adventure Sci-Fi,Tim Blake Nelson,Reg E. Cathey,Tim Heidecker,fantastic four
John Milius,Adventure Fantasy,William Smith,Mako,Sandahl Bergman,conan the barbarian
Ron Howard,Biography Drama Sport,Paddy Considine,Bruce McGill,Rosemarie DeWitt,cinderella man
Andrey Konchalovskiy,Action Family Fantasy Musical,Shirley Henderson,Nathan Lane,Richard E. Grant,the nutcracker in 3d
Gary Ross,Drama History Sport,Jeff Bridges,Michael Angarano,Michael O'Neill,seabiscuit
Jan de Bont,Action Adventure Drama Thriller,Philip Seymour Hoffman,Alan Ruck,Jami Gertz,twister
Rob Cohen,Action Crime Thriller,Paul Walker,Vin Diesel,Jordana Brewster,the fast and the furious
Robert Zemeckis,Adventure Drama Romance,Tom Hanks,Paul Sanchez,Nick Searcy,cast away
George Miller,Animation Comedy Family Music Romance,Robin Williams,Hugh Jackman,Elizabeth Daily,happy feet
Paul Greengrass,Action Mystery Thriller,Matt Damon,Joan Allen,Oksana Akinshina,the bourne supremacy
Wolfgang Petersen,Action Adventure Drama Thriller,Harrison Ford,Gary Oldman,Dean Stockwell,air force one
Steven Soderbergh,Crime Thriller,Brad Pitt,Bernie Mac,Elliott Gould,ocean's eleven
Paul W.S. Anderson,Action Adventure Romance,Milla Jovovich,Logan Lerman,Orlando Bloom,the three musketeers
Genndy Tartakovsky,Animation Comedy Family Fantasy,Steve Buscemi,Adam Sandler,Jon Lovitz,hotel transylvania
Kevin Lima,Animation Comedy Family Fantasy Musical Romance,Jeff Bennett,Teala Dunn,Fred Tatasciore,enchanted
unknown,Crime Drama Horror Mystery Thriller,Caroline Dhavernas,Scott Thompson,Hettienne Park,hannibal            
Daniel Espinosa,Action Crime Mystery Thriller,Denzel Washington,Ryan Reynolds,Sam Shepard,safe house
Kevin Lima,Adventure Comedy Family,Ioan Gruffudd,Eric Idle,Jim Carter,102 dalmatians
Brett Ratner,Action Comedy Crime,Matthew Broderick,Gabourey Sidibe,Judd Hirsch,tower heist
Nancy Meyers,Comedy Romance,Kate Winslet,Rufus Sewell,Sarah Parish,the holiday
Tony Scott,Action Crime Drama Mystery Thriller,Will Smith,Jake Busey,Lisa Bonet,enemy of the state
Nancy Meyers,Comedy Drama Romance,Meryl Streep,Hunter Parrish,Zoe Kazan,it's complicated
Steven Soderbergh,Crime Thriller,Al Pacino,Matt Damon,Brad Pitt,ocean's thirteen
Roger Allers,Adventure Animation Comedy Family,Jon Favreau,Debra Messing,Jane Krakowski,open season
Neil Burger,Adventure Mystery Sci-Fi,Kate Winslet,Theo James,Mekhi Phifer,divergent
Jean-Jacques Annaud,Drama History War,Bob Hoskins,Gabriel Thomson,Clemens Schick,enemy at the gates
Peter Berg,Action Adventure Comedy Thriller,Dwayne Johnson,Rosario Dawson,Ewen Bremner,the rundown
John McTiernan,Action Adventure Comedy Fantasy,F. Murray Abraham,Tom Noonan,Joan Plowright,last action hero
Rob Marshall,Drama Romance,Li Gong,Mako,Karl Yune,memoirs of a geisha
Justin Lin,Action Crime Thriller,Amber Stevens West,Zachery Ty Bryan,Nikki Griffin,the fast and the furious: tokyo drift
Sarah Smith,Adventure Animation Comedy Family Fantasy,Jim Broadbent,Imelda Staunton,Michael Palin,arthur christmas
Martin Brest,Drama Fantasy Romance,Anthony Hopkins,Brad Pitt,Jake Weber,meet joe black
Andrew Davis,Action Drama Thriller,Raymond Cruz,Rick Worthy,Jsu Garcia,collateral damage
Bob Fosse,Comedy Drama Music Musical,Roy Scheider,Ben Vereen,Max Wright,all that jazz
Tarsem Singh,Adventure Comedy Drama Family Fantasy,Julia Roberts,Nathan Lane,Danny Woodburn,mirror mirror
Edgar Wright,Action Comedy Fantasy Romance,Anna Kendrick,Kieran Culkin,Ellen Wong,scott pilgrim vs. the world
Jon Amiel,Action Adventure Sci-Fi Thriller,Glenn Morshower,Tchéky Karyo,Rekha Sharma,the core
Peter Segal,Comedy Romance Sci-Fi,Larry Miller,Janet Jackson,Chris Elliott,nutty professor ii: the klumps
Raja Gosnell,Adventure Comedy Mystery,Sarah Michelle Gellar,Linda Cardellini,Miguel A. Núñez Jr.,scooby-doo
Pete Travis,Action Sci-Fi,Wood Harris,Jason Cope,Rakie Ayola,dredd
Frank Coraci,Comedy Drama Fantasy Romance,Adam Sandler,Cameron Monaghan,Julie Kavner,click
George A. Romero,Comedy Fantasy Horror,Ted Danson,Hal Holbrook,Adrienne Barbeau,creepshow
Brad Peyton,Action Comedy Family Fantasy,Jack McBrayer,Sean Hayes,Katt Williams,cats & dogs: the revenge of kitty galore
Doug Liman,Action Adventure Sci-Fi Thriller,Kristen Stewart,Hayden Christensen,Tom Hulce,jumper
Guillermo del Toro,Action Adventure Fantasy Horror Sci-Fi,Seth MacFarlane,Iván Kamarás,Brian Steele,hellboy ii: the golden army
